Tweet,Sentiment,cleaned
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: My attention has been drawn to the tweet by our principal, the actual President-Elect of Nigeria 🇳🇬 HE Peter Obi, Correctl…",neutral,RT PeterObiUSA attention drawn tweet principal actual PresidentElect Nigeria Peter Obi Correctl
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Performing our duties as an inec official..
#inec https://t.co/vbpvXaMMco",neutral,Performing duties inec official inec
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"@BBNaijaS8 You guys have gotten your preferred housemates???
#INEC",neutral,BBNaijaS8 guys gotten preferred housemates INEC
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"I don't blame INEC, I blame stakeholders for the ills witnessed during the 2023 General Elections - Hon. Itodo Ibrahim on #ThePolitcalArena #inec #electionresults2023 https://t.co/y7A5Uxv423",positive,dont blame INEC blame stakeholders ills witnessed 2023 General Elections Hon Itodo Ibrahim ThePolitcalArena inec electionresults2023
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
Relocation is easy when you have the right movers. #colmacautotransport #moversinlekki #Movers #professionalhomemovers #moversinlagos #moversinajah #moversinsangotedo #moversinvictoriaisland #BBTitan #BBTitans2023 #bbnaija #bbn2023 #KhosiTwala𓃵 #thabang #Tinubu #peterobi #inec https://t.co/90CFK9qKjo,positive,Relocation easy right movers colmacautotransport moversinlekki Movers professionalhomemovers moversinlagos moversinajah moversinsangotedo moversinvictoriaisland BBTitan BBTitans2023 bbnaija bbn2023 KhosiTwala thabang Tinubu peterobi inec
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @Korperscorner: Get our new read based on the story of @KingPriestBryan during @officialnyscng service year.
Andorid
https://t.co/ewNX50…",positive,RT Korperscorner Get new read based story KingPriestBryan officialnyscng service year Andorid
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
